#! FIELDS sw file.free der_sw
#! SET min_sw -4.564258626460291
#! SET max_sw 1.307078071583415
#! SET nbins_sw 101
#! SET periodic_sw false
  -4.564258626   57.325271848   -3.698577099
  -4.505545259   56.147999341  -33.724390787
  -4.446831892   53.189059130  -73.605667915
  -4.388118526   49.554144211  -54.974510184
  -4.329405159   47.255218450  -19.527582913
  -4.270691792   45.314584856  -30.635354164
  -4.211978425   41.613769177  -42.173428260
  -4.153265058   36.083921687 -102.136795602
  -4.094551691   30.214039161  -85.362559473
  -4.035838324   24.837016782  -86.736847178
  -3.977124957   20.329095759  -79.221744512
  -3.918411590   16.778290813  -29.979432424
  -3.859698223   13.651257821  -24.461548535
  -3.800984856   10.870061698  -34.169273909
  -3.742271489    8.813013726  -31.583419457
  -3.683558122    7.278749252  -43.863606772
  -3.624844755    5.128414796  -33.961584296
  -3.566131388    3.886099536  -36.832335101
  -3.507418021    2.357228043  -32.792346463
  -3.448704654    1.454597058  -17.214036554
  -3.389991287    0.770662269   -8.031171177
  -3.331277920    0.611200789   -1.140236714
  -3.272564553    0.538170268    2.104363713
  -3.213851186    0.295838456   -2.429150484
  -3.155137819    0.184903986   12.099522849
  -3.096424452    0.343515090   -5.481873974
  -3.037711085    0.000000000   11.114999014
  -2.978997718    0.444315211    6.061326730
  -2.920284351    0.606028202   -0.421938934
  -2.861570984    0.379912418   -5.005372387
  -2.802857617    0.612882880   -2.524691185
  -2.744144250    0.921945258    7.447204636
  -2.685430883    1.094615653   12.340515204
  -2.626717516    1.597419979    9.451870895
  -2.568004149    1.994892254   22.718525563
  -2.509290782    2.807343634   13.393445785
  -2.450577415    3.551988233   23.471445721
  -2.391864048    4.674139332    8.410296345
  -2.333150681    5.756962890   34.666044989
  -2.274437314    7.104003984   34.961874731
  -2.215723947    8.221743400   28.759836926
  -2.157010580    9.472323923   16.287664128
  -2.098297213   10.754657425    2.387697576
  -2.039583846   11.816372291   27.307918991
  -1.980870479   13.297682545   11.614116375
  -1.922157112   14.660659798    6.872740790
  -1.863443745   15.839966677   13.338791808
  -1.804730378   16.846237112   24.035521989
  -1.746017011   17.939611504   22.279847488
  -1.687303644   19.095492498   19.987632728
  -1.628590277   19.982757649   24.127543129
  -1.569876910   20.893944674   33.288061877
  -1.511163543   22.110400925    9.728211985
  -1.452450176   22.909066238    9.709571572
  -1.393736810   24.052917150   26.927560524
  -1.335023443   24.869467871   28.992499610
  -1.276310076   25.915709954    8.270174846
  -1.217596709   26.418853945    5.156898952
  -1.158883342   27.052189896   20.174036676
  -1.100169975   27.816889185   20.541361520
  -1.041456608   28.430744012   10.986602745
  -0.982743241   28.790214101   20.477678203
  -0.924029874   29.671014089   -8.575229205
  -0.865316507   30.334518078    7.770372235
  -0.806603140   31.107435748    2.015300767
  -0.747889773   31.705668610   16.008824999
  -0.689176406   32.398092357   11.052852012
  -0.630463039   33.237827587   16.154321798
  -0.571749672   34.298517977   31.246904644
  -0.513036305   35.250157978    9.467597979
  -0.454322938   36.555681226    5.595688909
  -0.395609571   37.985365102   44.155445127
  -0.336896204   39.817757027   55.671049497
  -0.278182837   42.155001589   32.217252225
  -0.219469470   45.136613911   42.466271677
  -0.160756103   48.081507888   38.326628316
  -0.102042736   49.801341988    7.401384748
  -0.043329369   50.165325252   -5.085116390
   0.015383998   50.403701449    0.045607158
   0.074097365   50.863853043    6.588758133
   0.132810732   50.809589417   -4.618916046
   0.191524099   51.401918490    4.960857684
   0.250237466   52.025259224   -0.861405209
   0.308950833   52.165612485    1.542429974
   0.367664200   52.394844191    5.799751252
   0.426377567   52.615690120   -8.580237876
   0.485090934   52.872792941    0.979020329
   0.543804301   52.690278170   10.379800424
   0.602517668   53.157188762    6.034525435
   0.661231035   53.273867059   -2.841791130
   0.719944402   53.412589246    7.611292279
   0.778657769   53.463553569    8.889009593
   0.837371136   53.587251858   -9.457375162
   0.896084503   53.224744898  -20.238035604
   0.954797870   52.046884973  -16.867982600
   1.013511237   51.997713567    0.838675836
   1.072224604   52.507681500    9.533927082
   1.130937971   53.529357987   19.835061261
   1.189651338   55.302636313   39.265989127
   1.248364705   56.977574779   18.129407067
   1.307078072   57.352390829    0.475041828
