#! FIELDS sw file.free der_sw
#! SET min_sw -4.600433794149462
#! SET max_sw 1.276737069479168
#! SET nbins_sw 101
#! SET periodic_sw false
  -4.600433794   57.335720800   -1.025106659
  -4.541662086   56.898324314  -18.664738170
  -4.482890377   54.673030586  -56.491073455
  -4.424118668   50.381243424  -51.135241623
  -4.365346960   47.057685612  -69.379231221
  -4.306575251   43.493929540  -35.731474833
  -4.247803542   41.315409258  -72.322380082
  -4.189031834   36.990121212 -101.843163248
  -4.130260125   32.097477801  -85.421004408
  -4.071488416   26.916195301  -86.888142059
  -4.012716708   22.336695306  -84.203860714
  -3.953944999   17.947913614  -74.172651556
  -3.895173291   14.747593579  -62.328576649
  -3.836401582   12.149331616  -56.478034999
  -3.777629873    9.851825648  -21.881198136
  -3.718858165    7.839391319  -39.120731778
  -3.660086456    6.311001927  -31.960478569
  -3.601314747    4.616403195  -42.021273690
  -3.542543039    3.212035196  -15.883222460
  -3.483771330    1.960227654   -7.004304506
  -3.424999621    1.448192180   -2.745054454
  -3.366227913    0.724947075  -16.175829267
  -3.307456204    0.329156162   -9.849426586
  -3.248684496    0.293132100   -2.697760276
  -3.189912787    0.177598065   -0.322180505
  -3.131141078    0.272290893   -2.021952901
  -3.072369370    0.000000000    7.073726785
  -3.013597661    0.223935384    3.534357947
  -2.954825952    0.253587134   10.805521200
  -2.896054244    0.446577219    9.422881333
  -2.837282535    0.416792183  -11.469386571
  -2.778510826    0.673809029    9.537336842
  -2.719739118    1.077915233   -5.444570981
  -2.660967409    1.351208684    2.539317838
  -2.602195701    1.580529586   20.590964613
  -2.543423992    2.440491764   16.054069107
  -2.484652283    3.321502163   22.426547564
  -2.425880575    4.353110109    8.119324386
  -2.367108866    5.185657200   21.764469761
  -2.308337157    6.454707777   33.442729119
  -2.249565449    7.736662776   20.184441259
  -2.190793740    8.743409291   34.876667846
  -2.132022031   10.447353531   28.137134261
  -2.073250323   11.707891091    8.901935562
  -2.014478614   13.012807940   17.580535141
  -1.955706906   14.217289746   20.913627265
  -1.896935197   15.284476863    9.589196254
  -1.838163488   16.709952477   15.477618881
  -1.779391780   17.761469974   19.749157564
  -1.720620071   18.922940477   32.157570530
  -1.661848362   19.802610263   14.658605084
  -1.603076654   20.653050475   33.704404036
  -1.544304945   21.890870651   23.557146470
  -1.485533236   22.775003280   29.363176526
  -1.426761528   24.117617155   11.189089929
  -1.367989819   24.868574193    2.920179263
  -1.309218111   25.465538744    8.302694733
  -1.250446402   26.506324851   25.048825255
  -1.191674693   27.093268093   11.953772702
  -1.132902985   28.091231785    9.918352351
  -1.074131276   28.300141155   16.519157236
  -1.015359567   29.125649622    2.314652255
  -0.956587859   29.704120497   13.331727154
  -0.897816150   30.362145987    0.838218366
  -0.839044441   31.036838623    1.177327011
  -0.780272733   31.576446486    8.793684438
  -0.721501024   32.414661732   14.202751924
  -0.662729316   33.566603589   18.080882208
  -0.603957607   34.276391254    8.452400597
  -0.545185898   34.983017722   21.192131318
  -0.486414190   36.242947322   11.320897100
  -0.427642481   37.463616954   29.898397707
  -0.368870772   39.007326999   13.280266365
  -0.310099064   41.232718971   35.473264707
  -0.251327355   44.062783235   42.614664253
  -0.192555646   47.313660290   69.151637855
  -0.133783938   50.133553027   38.689558479
  -0.075012229   51.336583053    0.231621297
  -0.016240521   51.521062715    4.891046796
   0.042531188   51.859302895   18.161165771
   0.101302897   52.271018006   -2.852447441
   0.160074605   52.433925928    5.054952334
   0.218846314   52.663814671   11.689003932
   0.277618023   53.052362036    2.194651801
   0.336389731   53.550886261    4.392543621
   0.395161440   53.627911246   11.512088979
   0.453933149   53.781000200    6.041209030
   0.512704857   53.936156958    3.849936034
   0.571476566   54.086446257   -9.888413514
   0.630248274   54.162732232    7.988990097
   0.689019983   54.415663449    8.428139911
   0.747791692   54.646501121   -1.487329055
   0.806563400   54.603297718   -0.003097688
   0.865335109   54.557977712   -3.263861133
   0.924106818   53.858248606  -27.224176383
   0.982878526   52.950151701  -17.137901741
   1.041650235   53.150613990   13.855993011
   1.100421944   53.958342847    9.902276612
   1.159193652   55.243828774   18.235780688
   1.217965361   56.644355247   21.879294361
   1.276737069   57.312197344    3.258604656
