#! FIELDS sw file.free der_sw
#! SET min_sw -4.7096200155688965
#! SET max_sw 1.34053343488907
#! SET nbins_sw 101
#! SET periodic_sw false
  -4.709620016   67.350863112   -0.025843891
  -4.649118481   67.320321206   -2.793544333
  -4.588616947   65.601038872  -83.951521473
  -4.528115412   58.904414957 -106.652674462
  -4.467613878   53.240204407  -90.923277496
  -4.407112343   49.014198142  -45.239270640
  -4.346610809   46.319118060  -30.947839482
  -4.286109274   44.207270184  -14.310803399
  -4.225607740   42.002150924  -74.865193959
  -4.165106205   37.154756989  -98.277882292
  -4.104604671   31.027924582 -110.302191467
  -4.044103136   25.547176466  -80.466192276
  -3.983601602   20.499049094  -68.118764014
  -3.923100067   16.741071276  -72.517041769
  -3.862598533   13.512599512  -39.539527958
  -3.802096998   10.624430911  -43.086184495
  -3.741595463    8.576455626  -24.115442116
  -3.681093929    6.636961619  -24.313858850
  -3.620592394    4.761264966  -18.724600018
  -3.560090860    3.322127838  -17.236695059
  -3.499589325    2.044218933  -17.034287835
  -3.439087791    0.991073246  -24.636762911
  -3.378586256    0.571239570  -14.690512538
  -3.318084722    0.680094256    6.415905985
  -3.257583187    0.259967641    0.146862039
  -3.197081653    0.160058654    8.382215609
  -3.136580118    0.421108565    8.925364686
  -3.076078584    0.166893036   -3.254505533
  -3.015577049    0.000000000   -4.783725915
  -2.955075515    0.000466874   -6.839193865
  -2.894573980    0.174539505   -7.099534944
  -2.834072446    0.361287463    8.848668464
  -2.773570911    0.824655778    9.373880505
  -2.713069377    1.320951646    9.294890126
  -2.652567842    1.655400513   -1.746801126
  -2.592066308    1.995306634   -1.989932044
  -2.531564773    2.860303997   30.988397662
  -2.471063239    3.707436228    7.359988966
  -2.410561704    4.510357385   18.058059550
  -2.350060170    5.640434697    7.662392789
  -2.289558635    6.637704583   14.314074982
  -2.229057101    8.220073003   23.895680838
  -2.168555566    9.436593251    9.132307578
  -2.108054032   10.628488799   36.529204641
  -2.047552497   12.034118450   32.465922046
  -1.987050963   13.494142616   14.739463803
  -1.926549428   14.469846122   13.204624839
  -1.866047894   15.697029701   20.690329388
  -1.805546359   17.040251496   20.390599422
  -1.745044825   18.341021025   27.530860104
  -1.684543290   19.395187499   16.001045479
  -1.624041756   20.440781302   13.189415639
  -1.563540221   21.608702408   21.735516009
  -1.503038687   23.065789731   24.304698822
  -1.442537152   23.384235564   15.472390894
  -1.382035618   24.600994503   21.823574024
  -1.321534083   25.613611907   20.916720269
  -1.261032549   26.268726118   11.267987665
  -1.200531014   27.004793286   11.955407067
  -1.140029480   27.993180679   19.438993377
  -1.079527945   28.569626945   12.659069098
  -1.019026411   29.101163665   17.136851330
  -0.958524876   29.889459361    5.532415795
  -0.898023342   30.557885970    2.556558373
  -0.837521807   31.256897772    1.753223679
  -0.777020273   31.304014726    8.986251261
  -0.716518738   32.147983809   20.554968674
  -0.656017204   33.053290963   19.472520108
  -0.595515669   33.969152402   16.022820505
  -0.535014135   34.989759369   19.363142514
  -0.474512600   36.045466117   21.194350489
  -0.414011066   37.577520986   27.152614799
  -0.353509531   39.134497184   49.171461277
  -0.293007997   41.722052307   50.058359984
  -0.232506462   44.339584220   45.579985519
  -0.172004928   47.561645798   29.769268664
  -0.111503393   49.387565752    5.118747822
  -0.051001859   49.317600673    2.702217166
   0.009499676   49.988726454   25.754383733
   0.070001210   50.346015104  -11.908335981
   0.130502745   50.548326519    8.993935625
   0.191004279   51.296469148    2.402072847
   0.251505814   51.365514375    1.833917142
   0.312007348   51.687056555   14.221535071
   0.372508883   52.343953272    9.804760840
   0.433010417   52.450492139  -16.683834706
   0.493511952   52.695851910    4.467932676
   0.554013486   53.183416705   -5.706703031
   0.614515021   53.054681655   -7.126028975
   0.675016555   53.647300464    6.592197146
   0.735518090   53.624163871   -8.614843266
   0.796019624   53.763279224   -7.135869734
   0.856521159   53.557044501   14.305836527
   0.917022693   53.094392679  -32.396868052
   0.977524228   51.966536119  -13.666161741
   1.038025762   52.014666113    5.908459446
   1.098527297   52.615181867   26.134296232
   1.159028831   54.675718660   49.430175396
   1.219530366   57.718057122   77.129903764
   1.280031900   63.972198031  104.401618895
   1.340533435   67.309769013    5.335183347
