#! FIELDS sw file.free der_sw
#! SET min_sw -4.6015478785592965
#! SET max_sw 1.284968382985403
#! SET nbins_sw 101
#! SET periodic_sw false
  -4.601547879   56.967948012   -0.670942301
  -4.542682716   56.699312620  -19.238145371
  -4.483817553   54.587618368  -77.494585792
  -4.424952391   50.860298324  -66.713980888
  -4.366087228   47.843159122  -41.067879217
  -4.307222065   46.124701725  -27.281090972
  -4.248356903   43.981440914  -76.791080015
  -4.189491740   39.602783413 -100.609087079
  -4.130626578   33.379154720 -102.250194868
  -4.071761415   27.938066914  -70.193843494
  -4.012896252   22.599165042  -62.805318467
  -3.954031090   18.418987235  -60.143069568
  -3.895165927   15.014389771  -74.392004610
  -3.836300765   12.143391772  -50.205785661
  -3.777435602    9.772062809  -37.772681595
  -3.718570439    8.003552966  -45.425069243
  -3.659705277    6.273424139  -32.612912314
  -3.600840114    4.108415300  -28.910589929
  -3.541974951    2.904920626  -26.104122924
  -3.483109789    1.398330481   -9.155810146
  -3.424244626    0.840005349    2.446590324
  -3.365379464    0.320031428  -14.218889222
  -3.306514301    0.170165412    1.690109611
  -3.247649138    0.157427358  -18.329794337
  -3.188783976    0.038146583    4.913075847
  -3.129918813    0.000000000    1.535627577
  -3.071053651    0.139184957    4.022266127
  -3.012188488    0.225582595  -10.944674535
  -2.953323325    0.144853918    2.320400665
  -2.894458163    0.259956105   12.811484669
  -2.835593000    0.536187313    2.084536617
  -2.776727837    0.282852342  -12.865330587
  -2.717862675    0.737096192    7.999449510
  -2.658997512    1.208120837   14.628496653
  -2.600132350    1.679516806  -10.160545686
  -2.541267187    2.173151786    4.226476309
  -2.482402024    3.156816483   11.439495704
  -2.423536862    3.975226929    7.091047536
  -2.364671699    4.966909333   24.751945466
  -2.305806537    5.993991811   26.551948200
  -2.246941374    7.598021046   26.273731619
  -2.188076211    8.763431644   33.823201288
  -2.129211049   10.234041481   17.861248854
  -2.070345886   11.440146777    4.420022301
  -2.011480723   12.765645028    7.121903920
  -1.952615561   13.360187512   -1.434215341
  -1.893750398   13.907865406   33.793284811
  -1.834885236   16.417651484   19.084083892
  -1.776020073   17.208663125   15.332323931
  -1.717154910   17.780017795    6.323398108
  -1.658289748   17.726675108  -14.573554924
  -1.599424585   18.388934384   29.097123455
  -1.540559423   20.773517426   48.211759733
  -1.481694260   22.831651579   14.500037464
  -1.422829097   22.946938120  -12.567188613
  -1.363963935   22.714611559  -19.299410959
  -1.305098772   22.682380385   21.656908075
  -1.246233609   24.453823350   36.590279242
  -1.187368447   26.810421712   33.172372777
  -1.128503284   27.836203433   18.056359941
  -1.069638122   28.267577292    8.308662276
  -1.010772959   29.034415534   25.930132769
  -0.951907796   29.512878774    8.102665757
  -0.893042634   30.173199460    7.081569267
  -0.834177471   30.936334449    6.427509771
  -0.775312309   31.454205231    1.914001303
  -0.716447146   32.093980849   17.441487350
  -0.657581983   32.971197587   18.249960333
  -0.598716821   33.972109992   19.598128654
  -0.539851658   34.780523013   10.105169751
  -0.480986495   35.890329475   23.654137805
  -0.422121333   37.176808082   33.002646131
  -0.363256170   38.929662072   40.019009215
  -0.304391008   41.102344246   48.492228179
  -0.245525845   43.705186341   51.099894768
  -0.186660682   47.051531963   66.599465316
  -0.127795520   49.450771787   18.592534385
  -0.068930357   49.970172654   -8.050708911
  -0.010065195   50.179484311    2.965991777
   0.048799968   50.748392416   21.940121700
   0.107665131   50.859574883    6.343502958
   0.166530293   51.134211228   -4.350345273
   0.225395456   51.415098347   -3.077353485
   0.284260619   51.782829717    6.772619550
   0.343125781   52.140029044   10.894259960
   0.401990944   52.387366592   -7.504813201
   0.460856106   52.305531952    5.625039443
   0.519721269   52.682596926   14.754462179
   0.578586432   52.947585642   -0.355905455
   0.637451594   53.222254446    3.907037245
   0.696316757   53.037113642   11.778395167
   0.755181919   53.463866355    0.097188974
   0.814047082   53.296678006    0.538337396
   0.872912245   53.341442021   10.724624640
   0.931777407   52.535570755  -15.827723063
   0.990642570   51.646033109  -18.970455666
   1.049507733   51.861241092    6.549702935
   1.108372895   52.703495022   24.150994078
   1.167238058   54.385850845   40.266482326
   1.226103220   56.231167309   27.294385672
   1.284968383   56.946090568    2.914474796
