#! FIELDS sw file.free der_sw
#! SET min_sw -4.612916083480075
#! SET max_sw 1.300104888011395
#! SET nbins_sw 101
#! SET periodic_sw false
  -4.612916083   57.577327852   -0.684361919
  -4.553785874   57.117244751  -20.044013743
  -4.494655664   53.579173152  -61.294605801
  -4.435525454   49.492928035  -91.989615692
  -4.376395245   45.885914296  -42.484821839
  -4.317265035   43.490587521  -31.346849920
  -4.258134825   42.014848739  -32.629484314
  -4.199004615   39.810673745  -54.677766067
  -4.139874406   35.061955206 -111.109993894
  -4.080744196   28.662400402  -97.616916081
  -4.021613986   23.576123640  -81.164767831
  -3.962483777   19.393683950  -60.403739456
  -3.903353567   15.998824005  -47.743215423
  -3.844223357   13.296494023  -58.820997434
  -3.785093147   10.779092026  -30.400437083
  -3.725962938    8.646411182  -41.984112944
  -3.666832728    6.473385906  -43.344177146
  -3.607702518    4.808629803  -37.661234521
  -3.548572309    3.283446815  -32.507750755
  -3.489442099    2.068343712   -3.919975197
  -3.430311889    1.292730380   -6.305521861
  -3.371181679    0.770894258   -8.513693353
  -3.312051470    0.568503772  -11.421802388
  -3.252921260    0.398084998   -0.432619575
  -3.193791050    0.340219003   -0.204221181
  -3.134660841    0.196955915   -0.253399364
  -3.075530631    0.156743229    0.064407948
  -3.016400421    0.000000000   14.333681455
  -2.957270211    0.209247021    5.732999482
  -2.898140002    0.195867107   -3.859181890
  -2.839009792    0.258174604    9.718722036
  -2.779879582    0.649122061    4.779830874
  -2.720749373    0.767023932   -0.381004979
  -2.661619163    1.162160484   -1.711691658
  -2.602488953    1.431909694    0.949822247
  -2.543358743    2.244602654   12.999144818
  -2.484228534    3.119889702   27.331492392
  -2.425098324    4.060473836   25.245371070
  -2.365968114    5.112155597   20.932732738
  -2.306837905    6.517507392   17.175511109
  -2.247707695    7.837536584   28.482069364
  -2.188577485    9.005578288   34.963262588
  -2.129447275   10.303077561   21.927864102
  -2.070317066   11.732410342   17.450160757
  -2.011186856   12.943877001   17.724986768
  -1.952056646   14.022440528    2.082326462
  -1.892926437   15.241552926   18.412659116
  -1.833796227   16.795807941   22.083924066
  -1.774666017   17.720429016   25.625415014
  -1.715535807   19.041288311   11.583079321
  -1.656405598   19.894287354   22.181143053
  -1.597275388   20.897819355    8.389417424
  -1.538145178   22.161961484   11.320352707
  -1.479014969   23.188600592   18.284618279
  -1.419884759   23.808994992    5.781028092
  -1.360754549   24.786868908   12.459668096
  -1.301624339   25.854645390   17.213778830
  -1.242494130   26.542125951    7.406149021
  -1.183363920   27.170654337   16.386915883
  -1.124233710   27.897818484   21.872379243
  -1.065103501   28.736617571    9.463421356
  -1.005973291   29.183574043   13.577741576
  -0.946843081   29.763893293   16.382293093
  -0.887712871   30.570474711   12.377771455
  -0.828582662   31.132865444   11.858514101
  -0.769452452   31.603685837   26.025425974
  -0.710322242   32.570952736   16.926270123
  -0.651192033   33.331667388   18.130273966
  -0.592061823   34.317057731   22.576356941
  -0.532931613   35.232650557   15.744037284
  -0.473801403   36.593456004   20.624091855
  -0.414671194   37.828449270   24.435902823
  -0.355540984   39.629911908   18.175767605
  -0.296410774   41.511005193   26.764050585
  -0.237280565   44.327170473   34.789153133
  -0.178150355   48.247386947   43.776783840
  -0.119020145   50.790587874   27.055905597
  -0.059889935   50.960068906   13.778988347
  -0.000759726   51.391910948   18.299839582
   0.058370484   51.551602012    4.739595549
   0.117500694   51.788945290   -3.849157747
   0.176630903   52.121636208   11.399889907
   0.235761113   52.322787430   13.892818880
   0.294891323   52.749255299    2.041493354
   0.354021533   52.932985565   -1.177903274
   0.413151742   53.228461967   12.635269196
   0.472281952   53.446441893    5.043376826
   0.531412162   53.554168570    9.583800357
   0.590542371   53.868399586   12.256665930
   0.649672581   53.919462365   -9.922092594
   0.708802791   54.146365532    8.968776150
   0.767933001   54.161785467   -4.069431172
   0.827063210   54.382889257   -3.533812790
   0.886193420   54.184564661  -14.012240373
   0.945323630   53.136347241  -24.123179802
   1.004453839   52.467169413    1.209996374
   1.063584049   52.883210077   17.183225303
   1.122714259   54.114751688   27.267485895
   1.181844469   55.988298978   35.244606148
   1.240974678   57.228685014   14.254868245
   1.300104888   57.575344497    1.102267124
